id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
2747,Stefan Ruzowitzky,105,Eddie Izzard,Udo Kier,22723,All the Queen's Men,2236,Edward Fox,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,40,English,Germany,PG-13,25000000,2001,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2748,Jake Paltrow,93,Stephen Graham,Gael Le Cornec,20380,The Good Night,7519,Keith Allen,http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,39,English,USA,R,15000000,2007,5.9,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2749,Juraj Jakubisko,141,Anna Friel,Hans Matheson,-1,Bathory: Countess of Blood,3425,Franco Nero,http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,32,English,Slovakia,R,-1,2008,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2750,Anthony Silverston,85,Liam Neeson,Steve Buscemi,-1,Khumba,4006,Loretta Devine,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,12,English,South Africa,Not Rated,20000000,2013,5.8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,Gabe Ibáñez,109,Birgitte Hjort Sørensen,Robert Forster,-1,Automata,41638,Melanie Griffith,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,134,English,Bulgaria,R,7000000,2014,6.1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,Gerry Lively,105,Bruce Payne,Lucy Gaskell,-1,Dungeons & Dragons: Wrath of the Dragon God,5018,Steven Elder,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,108,English,Germany,Not Rated,15000000,2005,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,Daniele Luchetti,98,Maximilian Dirr,Rodrigo De la Serna,-1,Chiamatemi Francesco - Il Papa della gente,80,Ferdinando Vetere,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,4,Spanish,Italy,Unknown,15000000,2015,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2754,Tung-Shing Yee,119,Bingbing Fan,Daniel Wu,-1,Shinjuku Incident,9177,Yasuaki Kurata,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,53,Mandarin,Hong Kong,R,15000000,2009,7.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2755,Julien Temple,124,Samantha Morton,Dexter Fletcher,-1,Pandaemonium,695,Linus Roache,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,32,English,UK,PG-13,15000000,2000,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2756,Harold Ramis,101,Bill Murray,Chris Elliott,70906973,Groundhog Day,437418,Willie Garson,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,609,English,USA,PG,14600000,1993,8.1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,Gregory Jacobs,115,Matt Bomer,Channing Tatum,66009973,Magic Mike XXL,38202,Kevin Nash,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,135,English,USA,R,14800000,2015,5.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2758,Baz Luhrmann,120,Leonardo DiCaprio,Harold Perrineau,46338728,Romeo + Juliet,167750,Brian Dennehy,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,506,English,USA,PG-13,14500000,1996,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2759,Gilles Paquet-Brenner,111,Kristin Scott Thomas,Aidan Quinn,7691700,Sarah's Key,12937,Arben Bajraktaraj,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,73,French,France,PG-13,10000000,2010,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2760,Peter Cousens,94,Sharon Leal,David Rasche,-1,Freedom,993,Bart Shatto,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,13,English,USA,R,14500000,2014,6.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2761,Clint Eastwood,131,Clint Eastwood,Morgan Freeman,101157447,Unforgiven,277505,Frances Fisher,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,495,English,USA,R,14400000,1992,8.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2762,Lars von Trier,139,Bryce Dallas Howard,Jeremy Davies,74205,Manderlay,18646,Jean-Marc Barr,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,81,English,Denmark,Not Rated,14200000,2005,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2763,Danny Boyle,120,Anil Kapoor,Saurabh Shukla,141319195,Slumdog Millionaire,641997,Ayush Mahesh Khedekar,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,1017,English,UK,R,15000000,2008,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2764,Adrian Lyne,119,Fred Gwynne,Lois Smith,156645693,Fatal Attraction,55101,Anne Archer,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,201,English,USA,R,14000000,1987,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2765,Garry Marshall,125,Julia Roberts,Hector Elizondo,178406268,Pretty Woman,213476,Jason Alexander,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,271,English,USA,R,14000000,1990,6.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,John Blanchard,65,Martin Short,Andrea Martin,-1,Towering Inferno,10,Joe Flaherty,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,-1,English,Canada,Unknown,-1,1900,9.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,John Cornell,108,Paul Hogan,Linda Kozlowski,109306210,Crocodile Dundee II,44096,John Meillon,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,62,English,Australia,PG,15800000,1988,5.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,Vidhu Vinod Chopra,101,María Valverde,Chris Marquette,-1,Broken Horses,1554,Chad Bishop,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,20,English,USA,R,15000000,2015,5.7,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2769,Oliver Stone,145,Tom Cruise,Tom Berenger,70001698,Born on the Fourth of July,76842,Stephen Baldwin,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,173,English,USA,R,14000000,1989,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2770,Jon Turteltaub,98,Doug E. Doug,Leon,68856263,Cool Runnings,69733,Malik Yoba,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,97,English,USA,PG,15000000,1993,6.9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2771,Patrick Lussier,101,Jensen Ackles,Jaime King,51527787,My Bloody Valentine,45603,Edi Gathegi,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268,English,USA,R,15000000,2009,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2772,Ole Bornedal,92,Kyra Sedgwick,Madison Davenport,49122319,The Possession,47169,Natasha Calis,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162,English,USA,PG-13,14000000,2012,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2773,Ted Kotcheff,93,Sylvester Stallone,Brian Dennehy,-1,First Blood,172493,Chris Mulkey,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376,English,USA,R,14000000,1982,7.7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2774,Sylvain White,109,Chris Brown,Laz Alonso,61356221,Stomp the Yard,19505,Harry Lennix,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,162,English,USA,PG-13,14000000,2007,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2775,Lewis Gilbert,123,Caroline Munro,Desmond Llewelyn,46800000,The Spy Who Loved Me,76477,Barbara Bach,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,275,English,UK,PG,14000000,1977,7.1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,Unknown,60,Amy Bruni,Steve Gonsalves,-1,Ghost Hunters,5563,Jason Hawes,http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,57,English,USA,Unknown,-1,1900,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,Jamie Blanks,99,Alicia Witt,Loretta Devine,38048637,Urban Legend,47814,Julian Richings,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,426,English,USA,R,14000000,1998,5.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2778,Stephen Frears,119,Keanu Reeves,Peter Capaldi,34700000,Dangerous Liaisons,52846,Swoosie Kurtz,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,English,USA,R,14000000,1988,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2779,Tyler Perry,110,Eddie Cibrian,Phylicia Rashad,35010192,Good Deeds,6352,Jamie Kennedy,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,43,English,USA,PG-13,-1,2012,5.4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2780,Randal Kleiser,107,Seymour Cassel,Klaus Maria Brandauer,34793160,White Fang,15730,Susan Hogan,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,31,English,USA,PG,14000000,1991,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2781,Bruce McCulloch,81,Will Ferrell,Elaine Hendrix,30628981,Superstar,15047,Molly Shannon,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,160,English,USA,PG-13,14000000,1999,5.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,Phyllida Lloyd,105,Meryl Streep,Jim Broadbent,29959436,The Iron Lady,82327,Olivia Colman,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,350,English,UK,PG-13,13000000,2011,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2783,Mike Nawrocki,82,Phil Vischer,Mike Nawrocki,25571351,Jonah: A VeggieTales Movie,3135,Shelby Vischer,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,78,English,USA,G,14000000,2002,6.6,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2784,John Singleton,109,Janet Jackson,Khandi Alexander,27515786,Poetic Justice,8904,Maya Angelou,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,31,English,USA,R,14000000,1993,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2785,Kevin Bray,95,Mike Epps,Roger Guenveur Smith,25482931,All About the Benjamins,9693,Gino Salvano,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,33,English,USA,R,14000000,2002,5.7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2786,Wes Craven,100,John Witherspoon,W. Earl Brown,19900000,Vampire in Brooklyn,17262,Allen Payne,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,53,English,USA,R,20000000,1995,4.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2787,John Boorman,118,Linda Blair,Richard Burton,-1,Exorcist II: The Heretic,16294,Ned Beatty,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,252,English,USA,R,14000000,1977,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2788,Courtney Solomon,91,Sissy Spacek,James D'Arcy,16298046,An American Haunting,22207,Vernon Dobtcheff,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,747,English,UK,PG-13,14000000,2005,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2789,David Zucker,90,Carmen Electra,Tyler Labine,15549702,My Boss's Daughter,24038,Molly Shannon,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,123,English,USA,PG-13,14000000,2003,4.6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,David Twohy,108,Chris Hemsworth,Milla Jovovich,15483540,A Perfect Getaway,56338,Marley Shelton,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,215,English,USA,R,14000000,2009,6.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,Rick Famuyiwa,103,America Ferrera,Lance Gross,20246959,Our Family Wedding,5721,Lupe Ontiveros,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20,English,USA,PG-13,14000000,2010,4.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,Alan Cohn,96,Alyson Hannigan,Linda Cardellini,15062898,Dead Man on Campus,11729,Poppy Montgomery,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,106,English,USA,R,14000000,1998,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,Franco Zeffirelli,117,Lily Tomlin,Joan Plowright,14348123,Tea with Mussolini,9323,Paolo Seganti,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,157,English,Italy,PG,12000000,1999,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2794,Tom Holland,93,Joe Mantegna,Bethany Joy Lenz,15171475,Thinner,19805,Kari Wuhrer,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,122,English,USA,R,8500000,1996,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2795,Martin Scorsese,136,Robert De Niro,Liza Minnelli,-1,New York  New York,13548,Mary Kay Place,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,75,English,USA,PG,14000000,1977,6.7,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2796,Spike Lee,115,Alfre Woodard,Delroy Lindo,13640000,Crooklyn,6011,Isaiah Washington,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,39,English,USA,PG-13,14000000,1994,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2797,Chris Rock,94,Steve Buscemi,Eliza Coupe,12550242,I Think I Love My Wife,13866,Wendell Pierce,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,55,English,USA,R,-1,2007,5.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2798,James Isaac,85,Peter Mensah,Kane Hodder,12610731,Jason X,38985,Lexa Doig,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,673,English,USA,R,11000000,2001,4.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2799,Shawn Levy,88,Frankie Muniz,Donald Faison,47811275,Big Fat Liar,29008,Lee Majors,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,English,USA,PG,15000000,2002,5.4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,Emilio Estevez,112,Anthony Hopkins,Nick Cannon,11204499,Bobby,38142,Brian Geraghty,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,270,English,USA,R,14000000,2006,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2801,Mark Waters,86,Monica Potter,Ivana Milicevic,10397365,Head Over Heels,11693,China Chow,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,104,English,USA,PG-13,14000000,2001,5.4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,Josh Schwartz,86,Thomas McDonell,Jackson Nicoll,9402410,Fun Size,11233,Osric Chau,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,32,English,USA,PG-13,14000000,2012,5.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,Julian Schnabel,112,Emmanuelle Seigner,Mathieu Amalric,5990075,The Diving Bell and the Butterfly,89906,Isaach De Bankolé,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,175,French,France,PG-13,-1,2007,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2804,Todd Field,137,Kate Winslet,Noah Emmerich,5459824,Little Children,92781,Jane Adams,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,320,English,USA,R,26000000,2006,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2805,Davis Guggenheim,90,Norman Reedus,Sharon Lawrence,5108820,Gossip,12519,Noam Jenkins,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,112,English,USA,R,24000000,2000,5.9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2806,Tony Goldwyn,107,Viggo Mortensen,Julie Kavner,4741987,A Walk on the Moon,6782,Tovah Feldshuh,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,114,English,USA,R,14000000,1999,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2807,Phillip Noyce,98,Derek Luke,Terry Pheto,4291965,Catch a Fire,9334,Bonnie Henna,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59,English,France,PG-13,14000000,2006,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2808,Stephen Carpenter,84,Melissa Sagemiller,Angela Featherstone,3100650,Soul Survivors,7277,Candace Kroslak,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,181,English,USA,PG-13,14000000,2001,3.9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2809,James Ivory,139,Seth Gilliam,Todd Boyce,2474000,Jefferson in Paris,2427,Nigel Whitmey,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,27,English,France,PG-13,14000000,1995,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2810,Stephan Elliott,97,Colin Firth,Kristin Scott Thomas,2656324,Easy Virtue,16444,Kris Marshall,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,79,English,UK,PG-13,-1,2008,6.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,James Fargo,127,Christopher Lee,Joseph Cotten,1000000,Caravans,524,Behrouz Vossoughi,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,8,English,Iran,PG,14000000,1978,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2812,Mike Leigh,150,Lesley Manville,Ruth Sheen,3958500,Mr. Turner,17933,Karl Johnson,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,165,English,UK,R,8200000,2014,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2813,Alain Resnais,104,Mathieu Amalric,Sara Forestier,403649,Wild Grass,3174,Edouard Baer,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,31,French,France,PG,-1,2009,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2814,Costa-Gavras,132,Sebastian Koch,Mathieu Kassovitz,274299,Amen.,11077,Ulrich Mühe,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,55,English,France,Unrated,103000000,2002,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
2815,Chao-Bin Su,117,Woo-sung Jung,Shawn Yue,-1,Reign of Assassins,6069,Kelly Lin,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,34,Mandarin,China,R,12000000,2010,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,Neil Burger,115,John Heard,Katherine LaNasa,183088,The Lucky Ones,11704,Mark L. Young,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,36,English,USA,R,15000000,2008,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2817,Kenneth Lonergan,186,Matt Damon,Kieran Culkin,46495,Margaret,12053,John Gallagher Jr.,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,119,English,USA,R,14000000,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2818,Bo Zenga,90,Steve Howey,Kenan Thompson,-1,Stan Helsing,9928,Diora Baird,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,66,English,Canada,R,-1,2009,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2819,Rob Reiner,90,Madeline Carroll,Rebecca De Mornay,1752214,Flipped,60460,Aidan Quinn,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,104,English,USA,PG,14000000,2010,7.7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2820,Ang Lee,134,Jake Gyllenhaal,Heath Ledger,83025853,Brokeback Mountain,259837,Anne Hathaway,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2254,English,USA,R,14000000,2005,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2821,Jonathan Liebesman,101,Noel Fisher,Danny Woodburn,190871240,Teenage Mutant Ninja Turtles,167089,Jeremy Howard,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,English,USA,PG-13,125000000,2014,5.9,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,Amy Heckerling,97,Donald Faison,Dan Hedaya,56631572,Clueless,123390,Elisa Donovan,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,248,English,USA,PG-13,12000000,1995,6.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,Todd Haynes,107,Dennis Quaid,Celia Weston,15854988,Far from Heaven,36542,Michael Gaston,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,378,English,USA,PG-13,13500000,2002,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2824,Steve Pink,99,Adam Scott,Gillian Jacobs,12282677,Hot Tub Time Machine 2,28159,Collette Wolfe,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,96,English,USA,R,14000000,2015,5.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,Unknown,55,Krystyna Janda,Olaf Lubaszenko,447093,Dekalog,12590,Olgierd Lukaszewicz,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,37,Polish,Poland,TV-MA,-1,1900,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2826,Philip Kaufman,124,Kate Winslet,Stephen Marcus,7060876,Quills,44795,Amelia Warner,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,314,English,UK,R,13500000,2000,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2827,Martin McDonagh,110,Abbie Cornish,Gabourey Sidibe,14989761,Seven Psychopaths,185845,Michael Stuhlbarg,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,284,English,UK,R,15000000,2012,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2828,Kasi Lemmons,105,Colm Feore,Tamara Tunie,687081,The Caveman's Valentine,5602,Aunjanue Ellis,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,59,English,USA,R,-1,2001,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2829,Unknown,41,Jacek Koman,Marian Dziedziel,-1,The Border,271,Jaroslaw Boberek,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,2,Polish,Poland,Unknown,-1,1900,7.4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2830,Oliver Hirschbiegel,178,Thomas Kretschmann,Bruno Ganz,5501940,Downfall,248354,Alexandra Maria Lara,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,564,German,Germany,R,13500000,2004,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
