id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,imdb_id,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,isNominated,totalNominations,BestDirector,BestActor,Action,Adventure,Fantasy,Sci-Fi,Thriller
497,Joe Dante,91,Brendan Fraser,Jenna Elfman,20950820,Looney Tunes: Back in Action,24183,Heather Locklear,http://www.imdb.com/title/tt0318155/,tt0318155,160,English,Germany,PG,80000000,2003,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNDk5MDQ2MF5BMl5BanBnXkFtZTYwMTA0Nzc2._V1_SX300.jpg,0,0,0,0,0,1,1,1,0
498,Rob Marshall,118,Fergie,Elio Germano,19673424,Nine,37446,Andrea Di Stefano,http://www.imdb.com/title/tt0875034/,tt0875034,232,English,USA,PG-13,80000000,2009,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5ODA2MzQxMl5BMl5BanBnXkFtZTcwMTI4NTEwMw@@._V1_SX300.jpg,0,3,0,0,0,0,0,0,0
499,Richard Donner,116,Paul Walker,Gerard Butler,19480739,Timeline,53057,Ethan Embry,http://www.imdb.com/title/tt0300556/,tt0300556,457,English,USA,PG-13,80000000,2003,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5OTAyNDE3NV5BMl5BanBnXkFtZTYwOTkzMzE3._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
500,Kevin Costner,177,Olivia Williams,Brian Anthony Wilson,17593391,The Postman,56403,Larenz Tate,http://www.imdb.com/title/tt0119925/,tt0119925,376,English,USA,R,80000000,1997,6,https://images-na.ssl-images-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
501,George Miller,97,Adam Goldberg,Elizabeth Daily,18318000,Babe: Pig in the City,24868,Glenne Headly,http://www.imdb.com/title/tt0120595/,tt0120595,216,English,Australia,G,80000000,1998,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4ZDQ3NjktNjQ4Mi00NjU2LWFiZTEtYzhjODNlM2VhYTIzXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
502,Breck Eisner,106,Vin Diesel,Joseph Gilgun,27356090,The Last Witch Hunter,58752,Lotte Verbeek,http://www.imdb.com/title/tt1618442/,tt1618442,117,English,USA,PG-13,90000000,2015,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5Njk5MzYzM15BMl5BanBnXkFtZTgwNzM1Mjk4NjE@._V1_SX300.jpg,0,0,0,0,1,1,1,0,0
503,Antony Hoffman,106,Bob Neill,Val Kilmer,17473245,Red Planet,47612,Tom Sizemore,http://www.imdb.com/title/tt0199753/,tt0199753,348,English,USA,PG-13,70000000,2000,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MzE0MjAwOF5BMl5BanBnXkFtZTYwNDM4Mzg2._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
504,Luc Besson,94,Mia Farrow,Adam LeFevre,15131330,Arthur and the Invisibles,25843,Penny Balfour,http://www.imdb.com/title/tt0344854/,tt0344854,64,English,France,PG,86000000,2006,6,https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ2ODQ1NTM5OF5BMl5BanBnXkFtZTcwNjQzNTA0MQ@@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
505,Jacques Perrin,104,Pedro Armendáriz Jr.,Jacques Perrin,19406406,Oceans,7630,Rie Miyazawa,http://www.imdb.com/title/tt0765128/,tt0765128,42,French,France,G,40000000,2009,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwZjU3ZjgtNGJhOC00Mzk3LTg3YTItOTFlYmQ2NjdlYWE3XkEyXkFqcGdeQXVyMjc1NTg2NTI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
506,Peter Hyams,102,David Oyelowo,Catherine McCormack,1891821,A Sound of Thunder,16474,Jemima Rooper,http://www.imdb.com/title/tt0318081/,tt0318081,301,English,UK,PG-13,52000000,2005,4.2,https://images-na.ssl-images-amazon.com/images/M/MV5BZGU2YTE5M2ItZTMzYS00ZWNmLTkxMTQtNGZmNGQ1YTMyZjdkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,0,0,0,0,1,1,0,1,1
507,Paul W.S. Anderson,105,Sasha Roiz,Currie Graham,23219748,Pompeii,84508,Dylan Schombing,http://www.imdb.com/title/tt1921064/,tt1921064,308,English,Canada,PG-13,80000000,2014,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BNDE2MTU3NzYwOF5BMl5BanBnXkFtZTgwOTY4NTk4MDE@._V1_SX300.jpg,0,0,0,0,1,1,0,0,0
509,Ron Howard,135,Adam Goldberg,Austin Pendleton,170708996,A Beautiful Mind,610568,Judd Hirsch,http://www.imdb.com/title/tt0268978/,tt0268978,1171,English,USA,PG-13,58000000,2001,8.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,8,1,1,0,0,0,0,0
510,Roger Allers,73,Matthew Broderick,Nathan Lane,422783777,The Lion King,644348,Niketa Calame,http://www.imdb.com/title/tt0110357/,tt0110357,656,English,USA,G,45000000,1994,8.5,https://images-na.ssl-images-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX300.jpg,0,1,0,0,0,1,0,0,0
511,Brad Peyton,94,Josh Hutcherson,Dwayne Johnson,103812241,Journey 2: The Mysterious Island,67296,Kristin Davis,http://www.imdb.com/title/tt1397514/,tt1397514,133,English,USA,PG,79000000,2012,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTE1MjQyNV5BMl5BanBnXkFtZTcwODI4NDMwNw@@._V1_SX300.jpg,0,0,0,0,1,1,1,1,0
512,Cody Cameron,95,Will Forte,Khamani Griffin,119793567,Cloudy with a Chance of Meatballs 2,64387,Melissa Sturm,http://www.imdb.com/title/tt1985966/,tt1985966,85,English,USA,PG,78000000,2013,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_SX300.jpg,0,0,0,0,0,0,1,1,0
513,Brett Ratner,124,Philip Seymour Hoffman,Anthony Hopkins,92930005,Red Dragon,204063,Emily Watson,http://www.imdb.com/title/tt0289765/,tt0289765,764,English,Germany,R,78000000,2002,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MDgzNjM5MF5BMl5BanBnXkFtZTYwMjUwMzY2._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
514,Joe Johnston,136,J.K. Simmons,Viggo Mortensen,67286731,Hidalgo,67856,Peter Mensah,http://www.imdb.com/title/tt0317648/,tt0317648,345,English,USA,PG-13,100000000,2004,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_SX300.jpg,0,0,0,0,1,1,0,0,0
515,Dennis Dugan,91,Al Pacino,Adam Sandler,74158157,Jack and Jill,60370,Tim Meadows,http://www.imdb.com/title/tt0810913/,tt0810913,264,English,USA,PG,79000000,2011,3.4,https://images-na.ssl-images-amazon.com/images/M/MV5BNjczMTU5OTUyMl5BMl5BanBnXkFtZTcwODEzNjc3Ng@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
516,John Singleton,107,Paul Walker,Cole Hauser,127083765,2 Fast 2 Furious,191912,Mo Gallini,http://www.imdb.com/title/tt0322259/,tt0322259,370,English,USA,PG-13,76000000,2003,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMzExYjcyYWMtY2JkOC00NDUwLTg2OTgtMDI3MGY2OWQzMDE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
517,Mark Osborne,108,Jeff Bridges,James Franco,1339152,The Little Prince,28276,Mackenzie Foy,http://www.imdb.com/title/tt1754656/,tt1754656,64,English,France,PG,81200000,2015,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BNjg0OTM5OTQyNV5BMl5BanBnXkFtZTgwNDg5NDQ0NTE@._V1_SX300.jpg,0,1,0,0,0,1,1,0,0
518,Oliver Hirschbiegel,99,Roger Rees,Veronica Cartwright,15071514,The Invasion,65037,Jeremy Northam,http://www.imdb.com/title/tt0427392/,tt0427392,273,English,USA,PG-13,80000000,2007,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NzM0NjI4M15BMl5BanBnXkFtZTcwOTg2NjUzMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,1,1
519,Des McAnuff,92,Robert De Niro,Janeane Garofalo,26000610,The Adventures of Rocky & Bullwinkle,16611,Jonathan Winters,http://www.imdb.com/title/tt0131704/,tt0131704,197,English,USA,PG,76000000,2000,4.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMzI0Mzk2NzcwNV5BMl5BanBnXkFtZTcwNjYyNTkxMQ@@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
520,Yarrow Cheney,87,Steve Coogan,Eric Stonestreet,323505540,The Secret Life of Pets,24407,Albert Brooks,http://www.imdb.com/title/tt2709768/,tt2709768,155,English,Japan,PG,75000000,2016,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
521,Stephen Norrington,110,Jason Flemyng,Max Ryan,66462600,The League of Extraordinary Gentlemen,141533,Tony Curran,http://www.imdb.com/title/tt0311429/,tt0311429,786,English,USA,PG-13,78000000,2003,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BZTFlOTdkMjEtNGVmMS00YTA3LThlNjQtMjAzZmFjZDAzNjllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,1,1,0
522,Pierre Coffin,98,Steve Carell,Miranda Cosgrove,368049635,Despicable Me 2,286877,Steve Coogan,http://www.imdb.com/title/tt1690953/,tt1690953,284,English,USA,PG,76000000,2013,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg,1,1,0,0,0,0,0,1,0
523,Roland Emmerich,154,Will Smith,Adam Baldwin,306124059,Independence Day,430055,Mary McDonnell,http://www.imdb.com/title/tt0116629/,tt0116629,856,English,USA,PG-13,75000000,1996,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,2,0,0,1,1,0,1,0
524,Steven Spielberg,129,Ariana Richards,Richard Schiff,229074524,The Lost World: Jurassic Park,278362,Vanessa Lee Chester,http://www.imdb.com/title/tt0119567/,tt0119567,552,English,USA,PG-13,73000000,1997,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMDFlMmM4Y2QtNDg1ZS00MWVlLTlmODgtZDdhYjY5YjdhN2M0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,0,1,0,0,1,1,0,1,0
525,Eric Darnell,86,Jada Pinkett Smith,Cedric the Entertainer,193136719,Madagascar,266636,Andy Richter,http://www.imdb.com/title/tt0351283/,tt0351283,385,English,USA,PG,75000000,2005,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BN2I5YzFlYWEtZjRhNy00ZmQzLWJhNTktZGIwYjFjODdmNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
526,Alfonso Cuarón,109,Charlie Hunnam,Danny Huston,35286428,Children of Men,361767,Rita Davies,http://www.imdb.com/title/tt0206634/,tt0206634,1206,English,USA,R,76000000,2006,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNDIyZjQ5M2EtYTcwMS00MGFiLWE2NmYtZGQwMzg1NjI5MmJlXkEyXkFqcGdeQXVyNjQyMjcwNDM@._V1_SX300.jpg,0,3,0,0,0,0,0,1,1
527,Bryan Singer,104,Hugh Jackman,Tyler Mane,157299717,X-Men,452928,Bruce Davison,http://www.imdb.com/title/tt0120903/,tt0120903,1401,English,USA,PG-13,75000000,2000,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMzU4ODZlYTMtZDg4Yi00OGUzLWEzYjUtZjE2ZmM0NTZkYTQ2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
528,Timur Bekmambetov,110,Angelina Jolie Pitt,Morgan Freeman,134568845,Wanted,299852,Common,http://www.imdb.com/title/tt0493464/,tt0493464,713,English,USA,R,75000000,2008,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_SX300.jpg,0,2,0,0,1,0,1,0,1
529,Michael Bay,136,Nicolas Cage,Michael Biehn,134006721,The Rock,259492,Bokeem Woodbine,http://www.imdb.com/title/tt0117500/,tt0117500,415,English,USA,R,75000000,1996,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BZDJjOTE0N2EtMmRlZS00NzU0LWE0ZWQtM2Q3MWMxNjcwZjBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,1,0,0,1,1,0,0,1
530,Carlos Saldanha,115,Denis Leary,Ray Romano,195329763,Ice Age: The Meltdown,194249,Jay Leno,http://www.imdb.com/title/tt0438097/,tt0438097,253,English,USA,PG,80000000,2006,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1_SX300.jpg,0,0,0,0,1,1,1,0,0
531,Peter Segal,99,Adam Sandler,Peter Dante,120776832,50 First Dates,266103,Allen Covert,http://www.imdb.com/title/tt0343660/,tt0343660,456,English,USA,PG-13,75000000,2004,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
532,Adam Shankman,117,Jerry Stiller,Elijah Kelley,118823091,Hairspray,98693,Paul Dooley,http://www.imdb.com/title/tt0427327/,tt0427327,401,English,USA,PG,75000000,2007,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMTMzNzIyNV5BMl5BanBnXkFtZTcwMjM1NDk0MQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
533,Renny Harlin,125,James D'Arcy,Alan Ford,41814863,Exorcist: The Beginning,28635,Izabella Scorupco,http://www.imdb.com/title/tt0204313/,tt0204313,308,English,USA,R,50000000,2004,5.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NzY1MzQ0MV5BMl5BanBnXkFtZTcwOTM1MTEzMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
534,David Kellogg,110,Matthew Broderick,Rene Auberjonois,97360069,Inspector Gadget,36491,Rupert Everett,http://www.imdb.com/title/tt0141369/,tt0141369,231,English,USA,PG,75000000,1999,4.1,https://images-na.ssl-images-amazon.com/images/M/MV5BN2RhYTQ5YmYtZTNkMS00M2YwLTliMjctNzg0OGYwMDQ5NDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
535,Louis Leterrier,125,Morgan Freeman,Common,117698894,Now You See Me,447979,Michael Kelly,http://www.imdb.com/title/tt1670345/,tt1670345,629,English,USA,PG-13,75000000,2013,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
536,Dennis Dugan,102,Steve Buscemi,Adam Sandler,162001186,Grown Ups,181443,Salma Hayek,http://www.imdb.com/title/tt1375670/,tt1375670,311,English,USA,PG-13,80000000,2010,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
537,Steven Spielberg,128,Tom Hanks,Chi McBride,77032279,The Terminal,303864,Barry Shabaka Henley,http://www.imdb.com/title/tt0362227/,tt0362227,596,English,USA,PG-13,60000000,2004,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MTIwNTMxOF5BMl5BanBnXkFtZTcwNjIxMjQyMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
539,Thor Freudenthal,100,Don Cheadle,Kevin Dillon,73023275,Hotel for Dogs,16271,Yvette Nicole Brown,http://www.imdb.com/title/tt0785006/,tt0785006,57,English,USA,PG,35000000,2009,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NjkxOTE5MF5BMl5BanBnXkFtZTcwMTcxNTAwMg@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
540,Martin Campbell,124,Nicholas Lea,Scott Glenn,68473360,Vertical Limit,49536,Ben Mendelsohn,http://www.imdb.com/title/tt0190865/,tt0190865,379,English,USA,PG-13,75000000,2000,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzODIxNjY4NF5BMl5BanBnXkFtZTYwMjE2NDg2._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
541,Mike Nichols,102,Philip Seymour Hoffman,Tom Hanks,66636385,Charlie Wilson's War,88451,Jud Tylor,http://www.imdb.com/title/tt0472062/,tt0472062,289,English,USA,R,75000000,2007,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1_SX300.jpg,0,1,0,0,0,0,0,0,0
542,Bibo Bergeron,90,Robert De Niro,Martin Scorsese,160762022,Shark Tale,132415,Angelina Jolie Pitt,http://www.imdb.com/title/tt0307453/,tt0307453,288,English,USA,PG,75000000,2004,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMjY0NzE2M15BMl5BanBnXkFtZTcwNTc3ODcyMw@@._V1_SX300.jpg,1,1,0,0,0,1,0,0,0
543,Bill Condon,130,Loretta Devine,Jennifer Hudson,103338338,Dreamgirls,55901,Anika Noni Rose,http://www.imdb.com/title/tt0443489/,tt0443489,503,English,USA,PG-13,70000000,2006,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MzIwNDQyNl5BMl5BanBnXkFtZTcwNDEwNzYyMw@@._V1_SX300.jpg,0,5,0,0,0,0,0,0,0
545,F. Gary Gray,118,Dwayne Johnson,Christina Milian,55808744,Be Cool,59435,Debi Mazar,http://www.imdb.com/title/tt0377471/,tt0377471,323,English,USA,PG-13,53000000,2005,5.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNDc4MzAyNV5BMl5BanBnXkFtZTYwMzQ1NDc2._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
546,Steven Spielberg,163,Ayelet Zurer,Moritz Bleibtreu,47379090,Munich,176936,Mathieu Amalric,http://www.imdb.com/title/tt0408306/,tt0408306,824,English,France,R,70000000,2005,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SX300.jpg,1,5,1,1,0,0,0,0,1
547,Antoine Fuqua,142,Bruce Willis,Tom Skerritt,43426961,Tears of the Sun,93494,Cole Hauser,http://www.imdb.com/title/tt0314353/,tt0314353,394,English,USA,R,70000000,2003,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMmI3YjQ4NjctZTk0Zi00ZDFhLTgyZjAtYWRjZTJjMjMwNjM2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
548,Robert Luketic,100,Tom Selleck,Lisa Ann Walter,47000485,Killers,72867,Catherine O'Hara,http://www.imdb.com/title/tt1103153/,tt1103153,120,English,USA,PG-13,75000000,2010,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
549,Guy Ritchie,116,Henry Cavill,Elizabeth Debicki,45434443,The Man from U.N.C.L.E.,175960,Christian Berkel,http://www.imdb.com/title/tt1638355/,tt1638355,360,English,USA,PG-13,75000000,2015,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NjQ4ODYyNF5BMl5BanBnXkFtZTgwODA3OTU5NTE@._V1_SX300.jpg,0,0,0,0,1,1,0,0,0
550,James L. Brooks,131,Adam Sandler,Paz Vega,42044321,Spanglish,65668,Sarah Steele,http://www.imdb.com/title/tt0371246/,tt0371246,342,English,USA,PG-13,80000000,2004,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzc0MjgyOV5BMl5BanBnXkFtZTYwNTgxOTk2._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
551,Gil Kenan,91,Steve Buscemi,Jon Heder,73661010,Monster House,71137,Catherine O'Hara,http://www.imdb.com/title/tt0385880/,tt0385880,229,English,USA,PG,75000000,2006,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjE1NDg1N15BMl5BanBnXkFtZTcwOTg2NTMzMQ@@._V1_SX300.jpg,1,1,0,0,0,0,1,0,0
552,Barry Levinson,123,Bruce Willis,Brían F. O'Byrne,41523271,Bandits,57038,Azura Skye,http://www.imdb.com/title/tt0219965/,tt0219965,261,English,USA,PG-13,80000000,2001,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMzA3OTI3NV5BMl5BanBnXkFtZTYwMjU0ODM3._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
553,Jerry Zucker,134,Julia Ormond,Ben Cross,37600435,First Knight,55350,John Gielgud,http://www.imdb.com/title/tt0113071/,tt0113071,180,English,USA,PG-13,55000000,1995,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BOGUyZmJmM2MtMDNlZC00ZDU0LWIwODQtNGFmOWJjZjk5ZThhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
554,Andy Tennant,148,Bai Ling,Geoffrey Palmer,39251128,Anna and the King,31080,Randall Duk Kim,http://www.imdb.com/title/tt0166485/,tt0166485,217,English,USA,PG-13,75000000,1999,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNjVlMWU0NjktNDkyOC00NzViLTg3Y2EtMTg0ZmY5N2FiNzgzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,2,0,0,0,0,0,0,0
555,Tarsem Singh,110,Henry Cavill,Daniel Sharman,83503161,Immortals,138190,Steve Byers,http://www.imdb.com/title/tt1253864/,tt1253864,405,English,USA,R,75000000,2011,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMjA2MjA2N15BMl5BanBnXkFtZTcwMTkwNTc5Ng@@._V1_SX300.jpg,0,0,0,0,1,0,1,0,0
556,Florent-Emilio Siri,113,Jimmy Bennett,Bruce Willis,34636443,Hostage,93790,Ransford Doherty,http://www.imdb.com/title/tt0340163/,tt0340163,288,English,USA,R,52000000,2005,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BN2JiNmYzZGQtN2M0YS00NTdiLWE0ZTgtOTcxZDc4MTk0YzliXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
557,Don Bluth,94,Matt Damon,Janeane Garofalo,22751979,Titan A.E.,52244,Nathan Lane,http://www.imdb.com/title/tt0120913/,tt0120913,377,English,USA,PG,75000000,2000,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BYTVkYTAyZDMtYzNmYi00OTkyLTg3M2ItNmE0MDZkNmY3Y2I3XkEyXkFqcGdeQXVyNjU2MDUzMjY@._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
558,Ron Shelton,116,Harrison Ford,Bruce Greenwood,30013346,Hollywood Homicide,31293,Lena Olin,http://www.imdb.com/title/tt0329717/,tt0329717,254,English,USA,PG-13,75000000,2003,5.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5Mjk1NzQ4Nl5BMl5BanBnXkFtZTYwMTYxNzk5._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
559,Paul W.S. Anderson,99,Connie Nielsen,Sean Pertwee,14567883,Soldier,44248,Jason Scott Lee,http://www.imdb.com/title/tt0120157/,tt0120157,373,English,UK,R,75000000,1998,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwODM5NzM1MF5BMl5BanBnXkFtZTcwNDg1ODIyMQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,1,0
561,Henry Selick,93,Brendan Fraser,Bridget Fonda,5409517,Monkeybone,14280,Megan Mullally,http://www.imdb.com/title/tt0166276/,tt0166276,171,English,USA,PG-13,75000000,2001,4.7,https://images-na.ssl-images-amazon.com/images/M/MV5BZjZiODk2MDMtNjI2OS00MTEzLWFlY2UtMzNhODE5MzNlM2Y0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
562,John Moore,113,Dennis Quaid,Tony Curran,21009180,Flight of the Phoenix,45815,Miranda Otto,http://www.imdb.com/title/tt0377062/,tt0377062,222,English,USA,PG-13,45000000,2004,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMjY4MzcwNF5BMl5BanBnXkFtZTcwNDQ5MzcyMQ@@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
563,M. Night Shyamalan,106,Robin Wright,Bruce Willis,94999143,Unbreakable,245152,Michael Kelly,http://www.imdb.com/title/tt0217869/,tt0217869,1344,English,USA,PG-13,75000000,2000,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMDIwMjAxNzktNmEzYS00ZDY5LWEyZjktM2Y0MmUzZDkyYmZkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,0,0,0,0,0,0,0,1,1
564,Kyle Balda,91,Steve Carell,Jon Hamm,336029560,Minions,142403,Steve Coogan,http://www.imdb.com/title/tt2293640/,tt2293640,275,English,USA,PG,74000000,2015,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MTMyMzU0M15BMl5BanBnXkFtZTgwOTU3ODk4NTE@._V1_SX300.jpg,0,0,0,0,1,0,0,1,0
565,Zack Snyder,128,Jon Hamm,Abbie Cornish,36381716,Sucker Punch,197584,Scott Glenn,http://www.imdb.com/title/tt0978764/,tt0978764,918,English,USA,PG-13,82000000,2011,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNDEwNGRlNjQtZjI4OC00ZmMxLWEyYmQtNGI1NDk4YmUyYTNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,0,0,0,0,1,0,1,0,0
